A,B,C,Desc
0.52,-3.43,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.17,3.71,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.92,0.01,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.26,2.97,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.8,-1.61,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.32,2.08,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.95,-0.55,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.46,-2.87,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.59,2.24,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.67,-3.43,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.02,-0.76,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.42,2.08,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.06,-2.49,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.12,1.15,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.15,3.44,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.8,0.89,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.24,-1.88,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.34,0.88,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.65,1.54,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.87,-2.84,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.99,2.13,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.99,-0.91,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.53,-1.01,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.3,-1.43,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.71,0.6,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.97,1.51,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.39,-1.25,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.68,0.43,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.16,1.75,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.37,-1.33,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.23,-1.29,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.67,-2.27,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.04,1.42,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.21,-1.7,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.01,2.73,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.82,3.55,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.07,2.56,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.31,1.12,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.61,-2.13,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.63,-0.56,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.17,-2.33,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.57,1.51,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.71,-2.23,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.13,-3.45,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.72,0.81,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.84,3.92,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.32,-3.45,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.89,-1.83,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.65,3.67,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.04,-0.73,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.97,-2.97,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.54,0.43,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.11,-2.65,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.2,-2.45,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.77,3.54,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.16,-1.07,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0,0.35,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.12,0.3,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.32,2.8,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.46,-3.71,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.94,-3.9,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.77,2.01,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.19,3.39,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.32,2.27,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.58,-3.25,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.29,-3.84,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.26,0.87,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.42,1.2,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.22,3.43,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.71,-2.96,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.56,-3.5,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.09,2.73,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.52,2.33,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.11,-0.48,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.7,-1.52,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.24,-1.77,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.36,-2.18,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.67,-0.85,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.29,2.78,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.36,-2.52,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.28,3.03,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.03,3.74,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.01,2.51,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.57,3.68,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.29,0.31,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.49,2.97,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.09,-3.44,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.73,0.54,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.45,-3.93,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.08,-3.77,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.09,-1.97,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.54,0.13,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.53,-1.06,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.13,2.5,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.32,-2.06,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.19,-3.27,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.44,-0.31,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.06,3.71,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.68,-3.47,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.15,-0.97,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.16,-3.88,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.93,-1.33,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.4,-1.48,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.37,-1,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.98,-1.36,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.24,0.96,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.88,-1.72,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.08,2.51,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.62,1.05,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.31,-0.71,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.19,-0.58,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.03,1.51,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.66,1.88,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.84,1.12,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.12,3.45,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.53,-0.56,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.16,-3.05,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.3,2.6,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.24,-3.56,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.98,-0.91,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.76,1.08,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.89,-3.04,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.4,3.49,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.21,-1.95,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.02,-0.61,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.13,-0.46,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.17,0.04,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.71,-2.59,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.39,0.09,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.62,-3.74,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.18,1.02,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.61,-3.53,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.4,3.2,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.39,-0.12,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.8,-0.59,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.01,3.33,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.62,-1.69,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.01,-3.93,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.81,-0.16,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.79,-3.13,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.67,-2.08,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.94,1.4,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.35,-3.12,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.99,-3.89,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.45,-1.83,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.97,-1.38,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.9,2.53,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.52,-3.64,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.11,1.06,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.6,1.87,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.93,-0.3,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.37,2.43,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.77,-2.63,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.42,-2.73,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.6,2.79,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.67,-0.75,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.82,-1.68,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.22,0,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.07,0.56,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.97,-3.97,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.29,1.31,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.51,0.31,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.67,-1.11,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.06,1.12,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.48,3.11,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.78,-2.46,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.07,2.97,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.16,-2.14,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.66,2.39,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.22,3.99,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.69,3.22,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.21,-0.9,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.13,-2.33,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.47,-3.51,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.16,-1.83,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.78,3.18,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.24,3.12,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.88,1.08,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.75,3.85,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.33,-2.2,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.04,1.16,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.66,-3.25,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.45,-0.02,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.98,0.05,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.6,-3.12,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.81,2.49,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.63,-0.25,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.09,-2.37,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.52,-1.06,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.51,2.23,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.88,2.37,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.2,3.59,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.38,-2.03,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.22,-1.52,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.9,0.75,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.12,1.09,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.46,2.73,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.8,1.14,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.05,-0.02,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.1,2.33,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.41,-0.03,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.14,-1.44,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.97,0.66,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.64,-1.13,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.17,-2.86,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.62,-1.16,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.44,-2.51,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.29,-3.84,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.97,2.32,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.01,1.57,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.1,-2.96,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.16,1.15,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.04,-2.72,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.15,1.03,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.24,-3.87,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.3,-1.37,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.16,-3.06,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.01,2.42,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.9,-2.44,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.31,-2.13,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.4,-0.78,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.05,0.54,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.27,0.91,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.36,-0.88,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.28,-2.69,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.41,-2.44,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.41,-1.41,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.27,-2.57,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.03,0.86,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.42,0.89,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.2,1.87,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.92,-0.21,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.96,-3.85,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.57,-3.35,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.49,2.29,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.49,-2.63,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.43,-3.45,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.92,3.74,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.11,1.7,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.38,0.26,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.27,-2.42,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.91,3.5,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.44,2.11,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.34,-2.14,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.01,1.55,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.24,2.37,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.44,-1.34,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.16,-3.41,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.57,-2.8,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.05,3.97,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.32,-1.1,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.8,-0.12,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.14,0.89,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.63,-0.64,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.3,-2.38,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.58,0.01,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.56,-1.68,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.26,1.88,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.2,-2.26,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.23,-0.98,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.39,1.52,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.5,-3.55,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.2,1.1,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.05,-2.95,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.81,-0.98,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.27,-1.68,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.5,-3.41,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.33,0.01,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.76,3.77,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.76,-3.01,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.39,-3.42,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.7,-1.65,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.49,-2.56,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.27,-3.33,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.3,-3.03,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.45,-0.3,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.29,2.2,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.51,0.79,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.34,0.77,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.73,1.51,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.2,-3.64,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.79,-3.31,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.96,-3.3,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.82,0.56,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.82,-1.99,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.55,2.97,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.25,-3.1,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.05,-3.64,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.33,0.98,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.13,-2.69,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.07,-2.21,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.3,-3.87,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.17,-2.88,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.63,1.17,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.06,-0.85,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.26,-3.45,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.99,0.63,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.17,-3.45,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.81,1.7,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.32,-3.45,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.9,-0.84,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.26,2.81,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.1,1.06,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.42,-1.41,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.36,2.61,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.86,-0.06,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.25,-0.08,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.49,-0.24,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.9,-1.48,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.01,-2.27,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.41,-1.76,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.29,2.62,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.81,2.29,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.21,1.59,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.01,-3.11,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.73,0.87,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.04,-3.31,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.87,-2.34,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.03,2.01,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.25,-2.81,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.41,-2.01,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0,-3.5,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.12,-3.11,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.44,-3.5,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.53,-3,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.04,-3.09,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.53,-2.97,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.26,-0.59,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.22,2.55,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.75,0.04,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.28,-1.21,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.51,-1.69,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.26,-0.71,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.13,-3.8,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.22,2.78,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.53,-3.28,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.42,1.78,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.17,-0.09,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.71,-0.1,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.36,3.25,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.64,-1.6,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.01,3.96,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.25,-3.84,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.28,3.76,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.21,2.41,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.8,0.99,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.68,-2.48,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.73,3.95,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.04,0.53,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.1,-1.44,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.68,-0.92,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.52,-3.75,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
