A,B,C,Desc,Answer
0.85,-1.41,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1073
-0.31,-2.45,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1074
-0.01,3.31,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1075
0.76,-2.65,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1076
0.98,1.31,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1077
0.39,3.23,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1078
-0.45,2.54,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1079
-0.2,0.5,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1080
1.98,1.98,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1081
0.39,1.1,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1082
1.11,-0.15,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1083
-0.09,0.76,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1084
1.38,2.84,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1085
-0.28,-3.2,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1086
0.8,-1.03,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1087
1.63,-1.83,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1088
1.23,2.59,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1089
-0.4,3.77,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1090
1.36,-1.26,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1091
-0.43,1.37,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1092
1.49,-3.07,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1093
0.63,3.63,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1094
1.61,-0.9,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1095
0.48,-2.14,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1096
1.14,-3.48,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1097
0.22,3.89,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1098
1.17,-2.12,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1099
0.64,-0.13,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1100
0.36,-2.18,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1101
1.16,0.97,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1102
0.82,-1.17,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1103
0.81,2.37,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1104
1.65,0.51,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1105
-0.29,-0.11,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1106
0.94,-3.37,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1107
-0.32,-2.28,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1108
0.11,2.31,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1109
1.6,-0.66,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1110
-0.08,0.96,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1111
1.1,-3.34,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1112
0.32,2.2,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1113
1.6,3.71,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1114
0.66,-2.86,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1115
1.4,-2.45,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1116
0.17,1.25,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1117
0.41,-1.62,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1118
1.15,0.06,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1119
1.28,-2.74,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1120
-0.18,-1.26,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1121
0.84,3.7,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1122
0.05,-2.94,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1123
1.72,-2.63,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1124
0.56,3.89,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1125
1.49,2.45,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1126
-0.3,-3.85,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1127
1.21,3.92,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1128
1.18,1.66,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1129
0.72,-2.45,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1130
0.26,0.4,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1131
0.21,-2.56,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1132
-0.27,-0.62,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1133
-0.44,-1.43,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1134
-0.04,0.04,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1135
-0.17,-3.35,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1136
1.18,2.9,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1137
1.9,0.82,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1138
1.06,-3.72,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1139
1.62,2.85,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1140
1.74,2.91,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1141
0.17,-0.52,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1142
1.71,-0.67,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1143
1.81,-1.05,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1144
-0.14,-1.86,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1145
0.42,-0.15,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1146
1.48,2.83,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1147
0.56,2.2,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1148
1.75,-1.66,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1149
1.41,-3.62,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1150
-0.06,2.83,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1151
0.74,1.43,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1152
1.6,1.34,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1153
1.03,-2.64,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1154
-0.04,1.53,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1155
1.97,-0.41,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1156
-0.36,-0.13,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1157
1.17,3.9,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1158
-0.21,1.09,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1159
0.73,1.45,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1160
1.24,-0.97,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1161
-0.19,-0.79,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1162
-0.14,-1.53,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1163
1.02,3.74,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1164
0.85,3.72,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1165
-0.43,-3.35,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1166
1.89,3.32,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1167
0.8,-3.02,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1168
0.53,-3.3,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1169
0.95,-0.5,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1170
1.72,2.82,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1171
1.02,-1.15,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1172
0.16,-1.27,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1173
1.69,-3.23,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1174
0.87,-2.88,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1175
1.32,0.43,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1176
0.29,-3.11,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1177
-0.29,-3.06,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1178
0.59,-2.03,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1179
1.98,2.53,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1180
0.38,0.27,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1181
1.48,-2.21,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1182
0.11,-1.52,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1183
0.48,3.92,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1184
0.1,-0.95,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1185
0.55,-1.25,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1186
-0.47,-3.51,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1187
0.45,-1.71,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1188
0.78,2.65,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1189
1.82,2.28,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1190
0.27,0.37,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1191
-0.3,2.93,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1192
0.19,-1.55,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1193
1.77,-3.71,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1194
-0.02,-1.64,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1195
1.13,3.64,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1196
1.75,-2.74,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1197
1.17,-1.39,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1198
0.27,-0.21,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1199
-0.28,-2.48,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1200
0.56,-2.5,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1201
0.13,-1.78,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1202
0.92,-2.72,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1203
1.37,-1.7,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1204
1,1.52,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1205
-0.05,0.17,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1206
-0.34,2.57,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1207
-0.39,-0.47,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1208
0.43,0.26,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1209
0.43,-1.31,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1210
1.12,0.79,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1211
1.07,1.38,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1212
1,-2.65,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1213
1.66,1.46,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1214
0.26,2.52,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1215
1.78,3.9,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1216
0.38,3.89,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1217
1.24,2.84,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1218
1.81,-3.86,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1219
0.57,-0.73,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1220
0.81,-2.42,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1221
1.3,-1.8,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1222
0.32,2.6,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1223
0.59,2.56,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1224
1.54,-3.94,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1225
1.29,0.38,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1226
-0.3,-0.64,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1227
0.98,-2.74,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1228
0.08,0.2,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1229
0.79,0.41,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1230
1.68,0.52,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1231
1.23,-2.85,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1232
0.11,3.94,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1233
1.79,-3.44,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1234
1.06,3.36,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1235
-0.5,3.36,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1236
0.38,1.21,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1237
0.39,-2.15,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1238
1.42,-0.05,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1239
1.53,0.14,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1240
0.47,1.43,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1241
1.86,3.99,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1242
1.78,-1.68,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1243
1.19,1.25,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1244
1.94,1.53,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1245
-0.02,-1.46,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1246
0.1,3.69,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1247
0.48,2.28,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1248
1.04,-0.43,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1249
0.05,-1.84,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1250
1.31,2.01,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1251
0.64,3.88,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1252
-0.06,3.77,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1253
0.88,1.51,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1254
1.48,0.21,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1255
0.63,-0.22,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1256
0.58,3.35,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1257
-0.41,-0.4,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1258
-0.24,1.17,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1259
-0.01,3.61,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1260
0.89,-3.51,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1261
0.1,0.86,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1262
0.67,0.96,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1263
1.95,-0.77,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1264
-0.12,3.33,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1265
-0.41,-2.47,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1266
0.67,-3.11,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1267
1.63,2.17,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1268
1.17,-0.49,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1269
1.42,0.85,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1270
0.51,1.02,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1271
-0.25,-3.67,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1272
1.44,-2.56,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1273
0.02,1.82,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1274
1.12,3.3,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1275
-0.27,3.23,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1276
-0.39,-1.19,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1277
-0.33,-3.05,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1278
0.82,-3.49,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1279
-0.11,3.81,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1280
-0.15,-1.07,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1281
1.27,1.19,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1282
0.54,-3.33,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1283
0.99,0.43,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1284
-0.26,3.64,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1285
0.28,3.2,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1286
0.83,1.63,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1287
0.83,-0.63,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1288
0.23,2.19,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1289
1.74,-3.92,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1290
1.6,-0.72,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1291
1.83,0.98,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1292
0.55,0.35,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1293
0.72,3.14,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1294
1.94,-2.72,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1295
1.83,2.38,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1296
1.81,-3.08,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1297
0.18,-2.83,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1298
0.5,1.13,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1299
0.67,2.61,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1300
-0.06,-3.31,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1301
0.69,1.2,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1302
0.15,-2.92,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1303
1.4,3.68,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1304
1.6,-0.28,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1305
0.44,-0.23,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1306
0.69,3.61,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1307
0.59,2.16,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1308
1.49,0.76,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1309
1.68,-1.47,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1310
1.22,2.02,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1311
1.74,2.79,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1312
1.24,0.4,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1313
-0.26,1.5,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1314
1.69,-2.76,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1315
1.09,1.61,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1316
1.27,-1.77,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1317
0.58,1.55,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1318
0.07,-2.27,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1319
1.71,-0.12,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1320
0.43,-2.86,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1321
1.06,2.19,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1322
1.08,0.21,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1323
1.75,-2.86,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1324
0.86,0.4,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1325
-0.25,2.79,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1326
1.36,1.66,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1327
1.23,3.82,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1328
0.07,-3.13,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1329
0.77,3.94,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1330
1.24,-0.76,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1331
0.69,3.67,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1332
-0.41,2.55,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1333
1.57,-3.36,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1334
1.06,-1.2,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1335
-0.34,-1.3,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1336
1.72,2.33,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1337
1.1,0.09,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1338
0.96,-1.73,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1339
1.75,1.01,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1340
0.95,-2.28,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1341
1.47,0.58,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1342
1.92,2.24,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1343
0.48,1.43,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1344
1.48,-0.98,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1345
0.92,0.2,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1346
1.61,3.9,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1347
1.91,1.97,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1348
-0.15,2.16,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1349
1.74,-1.86,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1350
0.41,-3.32,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1351
0.87,-3.76,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1352
-0.01,1.55,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1353
1.13,1.5,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1354
1.73,-0.81,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1355
1.1,-0.38,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1356
1.3,3.65,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1357
0.94,-3.21,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1358
1.32,2.24,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1359
1.93,2.44,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1360
0.66,0.07,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1361
1.97,2.4,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1362
0.82,3.24,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1363
0.92,2.77,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1364
-0.09,0.74,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1365
1.13,-1.89,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1366
0.81,-1.26,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1367
0.45,-3.28,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1368
1.18,3.76,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1369
0.13,-1.83,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1370
-0.12,-1.2,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1371
0.82,3.68,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1372
-0.22,3.04,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1373
0.9,-1.19,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1374
1.14,-3.84,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1375
0,-0.34,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1376
0.38,2.38,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1377
1.85,-1.34,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1378
